Gene_A,Gene_B,Random Forest probabilities,Random Forest decision_scores,Prob_Bin
SIRPD,GPRC5D,0.01,,0
MYO3A,ATF4,0.0,,0
USP44,GABRB3,0.0,,0
WASHC2C,CNTNAP1,0.0,,0
SLC2A6,GLYCTK,0.05,,0
EAF1,DOK6,0.03,,0
BCL6,SCN3A,0.0,,0
PCGF2,ANAPC1,0.0,,0
INSRR,SCRIB,0.0,,0
DISP1,YLPM1,0.09,,0
PC,GABRG2,0.0,,0
GANAB,OCSTAMP,0.0,,0
RNF150,MLX,0.0,,0
RFC2,PDE6D,0.0,,0
ARID1A,NGLY1,0.0,,0
CSTF3,FRMPD3,0.0,,0
ATP1B1,FOXP1,0.0,,0
CACNA1B,DPF3,0.0,,0
ALKBH4,SERPINE3,0.14,,0
TIMD4,PLPP3,0.03,,0
SKP1,PDGFA,0.0,,0
CTSV,RBFOX3,0.03,,0
SLC30A4,TMEM19,0.0,,0
TRIM77,NDC80,0.01,,0
ATF2,B4GALT3,0.0,,0
DCAF1,MPHOSPH9,0.01,,0
SKP1,SF3B6,0.0,,0
DUSP8,ABCC11,0.03,,0
TAF3,MCF2L2,0.0,,0
TACR2,VPS11,0.0,,0
MUC6,SMARCA2,0.0,,0
SF3B5,BIN2,0.0,,0
SPARCL1,SLC27A3,0.02,,0
PTGDR2,NXF3,0.0,,0
DNAJC3,RTL5,0.09,,0
NRXN3,CYP4B1,0.0,,0
VCP,TCEA2,0.0,,0
SPOCK3,MARCHF5,0.0,,0
SACM1L,RPL3,0.0,,0
ZNF385C,RPS2,0.0,,0
CUL1,TBC1D2,0.0,,0
DYNC2I2,UNC5CL,0.0,,0
PHF1,POMGNT1,0.0,,0
XBP1,SMARCC2,0.0,,0
GAPT,PDCD1LG2,0.0,,0
BICDL2,ATP6V0C,0.0,,0
GNA14,PTCHD1,0.01,,0
CSNK2A2,NR1H4,0.0,,0
TSPAN6,DKK4,0.02,,0
EIF4E2,IZUMO3,0.0,,0
PSMD12,SPDYE8,0.0,,0
UGT2B15,OAZ1,0.03,,0
CXCR1,LDB3,0.02,,0
PARP14,BRCC3,0.0,,0
ESM1,GOLT1B,0.02,,0
MME,BCL7B,0.0,,0
TANGO6,ZNF146,0.33,,1
IL2RG,KAT7,0.0,,0
FLOT1,CYP21A2,0.01,,0
SFT2D1,FOS,0.0,,0
SEPTIN12,ATF4,0.0,,0
DCLRE1C,SMARCC1,0.0,,0
TOMM5,AGAP5,0.0,,0
KRTAP5-9,PDGFRA,0.0,,0
SLC35B3,FAHD2B,0.3,,1
RAX,ELOF1,0.0,,0
RC3H2,CD300LD,0.04,,0
SNX7,SERGEF,0.44,,2
HSD17B14,MSTO1,0.03,,0
RPS19BP1,BPGM,0.19,,0
NTRK3,CPM,0.03,,0
GGTLC2,PAK5,0.04,,0
SF3B3,SLC16A6,0.0,,0
GDPD4,HNRNPA2B1,0.01,,0
DNAH5,PDLIM4,0.05,,0
COQ8B,PCDHGA8,0.03,,0
POSTN,ASCL4,0.03,,0
SKP1,C1QTNF7,0.0,,0
IL12A,CD69,0.0,,0
TRIM67,KRTAP24-1,0.0,,0
ARID1A,EID3,0.0,,0
CDKN2A,MAT2A,0.02,,0
ST3GAL2,SGF29,0.01,,0
TRAPPC3,CTXN3,0.0,,0
ACP5,MOBP,0.08,,0
MRAP2,OPRL1,0.14,,0
EXOC5,TRIP12,0.01,,0
PCDHGA2,EAF2,0.01,,0
DAD1,MROH8,0.0,,0
PSMB1,OR4E1,0.0,,0
WHAMM,GCK,0.36,,1
KCNK16,GPR83,0.0,,0
CDK11A,SRP9,0.0,,0
FLI1,SUSD3,0.17,,0
CP,PWP1,0.04,,0
ETF1,COL4A5,0.01,,0
NAT2,MDN1,0.0,,0
SYT4,LMCD1,0.0,,0
IFRD1,MILR1,0.05,,0
ZKSCAN1,FAM89A,0.01,,0
PLEKHF2,XKRX,0.0,,0
PSMA1,POLR2M,0.0,,0
PRLHR,SNW1,0.0,,0
ZFYVE27,PLA2G4C,0.06,,0
STOX1,MRAS,0.0,,0
F13A1,TTBK2,0.0,,0
EFCC1,TMOD1,0.01,,0
PRPF19,EVI5,0.0,,0
MINDY4,SLC33A1,0.27,,1
SMURF1,PYY,0.04,,0
IL16,KRT20,0.0,,0
SH3KBP1,MZT2B,0.03,,0
DNAH7,SLAMF1,0.01,,0
CDH16,NOTCH2NLR,0.01,,0
PEBP1,DUS1L,0.11,,0
KLF13,CBX4,0.0,,0
ARMCX4,RPL18,0.0,,0
SIGLEC8,KRTAP5-4,0.04,,0
PHC2,OR1L6,0.0,,0
TCEAL6,LPA,0.02,,0
OR8D2,CMSS1,0.0,,0
ETV3,MAPK6,0.14,,0
BRWD1,HTR3A,0.0,,0
GGTLC1,SCNN1G,0.0,,0
AUTS2,TTC28,0.0,,0
SIM1,SERINC4,0.0,,0
IMP3,TBC1D10B,0.0,,0
GRIK2,ARID1A,0.0,,0
MCF2,METTL14,0.02,,0
RIOX1,VN1R2,0.02,,0
SDR9C7,ACP2,0.03,,0
TFR2,GNLY,0.01,,0
ZFP69B,PDP2,0.14,,0
MAD2L1,C1RL,0.02,,0
IFNE,SPATA22,0.01,,0
SNX5,CSNK2B,0.0,,0
UBR4,DDC,0.0,,0
FOXN3,AHSA1,0.09,,0
MYO6,PSMB7,0.0,,0
CNOT6L,FDCSP,0.0,,0
MBD1,PRMT7,0.22,,1
MLPH,AOX1,0.0,,0
DMRTA2,FPR3,0.01,,0
KAT6B,DPM3,0.0,,0
KRTAP5-5,ACP3,0.02,,0
TPX2,PARD3B,0.0,,0
C7orf57,GABRA6,0.0,,0
GLOD4,ANGPTL7,0.01,,0
SNX5,CSNK2B,0.0,,0
BRD4,CPED1,0.0,,0
GADD45GIP1,ZSWIM4,0.05,,0
FAM83F,ZNF408,0.02,,0
NPS,GABRA1,0.0,,0
GRB14,RING1,0.0,,0
MRPL33,PSMA2,0.0,,0
PSMA3,ENTPD7,0.0,,0
DRG1,ZNF143,0.41,,2
LAMB4,SCN7A,0.0,,0
DMPK,PEX5L,0.0,,0
NPVF,UHRF2,0.03,,0
POP5,ZDHHC8,0.02,,0
PGM1,SLC9A7,0.21,,1
BATF,KLRF2,0.0,,0
ZSWIM4,MAPRE3,0.07,,0
MEPCE,LDB3,0.01,,0
OR51A7,TMC2,0.02,,0
POU4F3,ERGIC3,0.1,,0
HES4,DHRS3,0.03,,0
CLMN,WDFY4,0.02,,0
EFNB1,SNRPG,0.0,,0
PPIL2,FXYD5,0.0,,0
CHPF2,ZNF775,0.04,,0
EZH2,KRT1,0.0,,0
WNK1,BZW2,0.04,,0
FOLR3,KIR2DL4,0.0,,0
KRT27,AMD1,0.02,,0
ZNF20,PSEN2,0.13,,0
ZMYND10,STMN4,0.0,,0
BMI1,EHD2,0.0,,0
MTMR11,RNF24,0.18,,0
GOLGA6L4,C16orf46,0.15,,0
SYNJ1,SFPQ,0.01,,0
NCSTN,PLK1,0.0,,0
TIMM9,MRPL33,0.02,,0
EPOP,ARID1A,0.0,,0
TMEM154,CCDC172,0.01,,0
SH3KBP1,PRSS38,0.0,,0
APIP,CCNJL,0.11,,0
LIMS2,GABRA5,0.0,,0
CMTM3,SYNE4,0.04,,0
FAM50B,BMP8B,0.06,,0
SMAD7,EOGT,0.24,,1
ANXA8,PPP1R3D,0.01,,0
CCHCR1,APH1A,0.0,,0
TSPAN7,PSMC4,0.0,,0
SMARCE1,SMOC2,0.0,,0
CSTF3,ARID3A,0.01,,0
NOX1,CEP85,0.05,,0
RUNDC3A,ARID1B,0.0,,0
TRAPPC3,TLR10,0.0,,0
NDNF,TLE2,0.02,,0
GEM,SNRPA1,0.0,,0
CUL1,TBC1D2,0.0,,0
TMSB4Y,IRF7,0.02,,0
SKP1,ITGA8,0.0,,0
FBH1,HABP2,0.01,,0
SLC27A1,LSM6,0.0,,0
CCDC38,TBXT,0.13,,0
NR0B2,CTNNB1,0.0,,0
ROR2,SMC1B,0.0,,0
CLEC1A,SMARCD3,0.0,,0
PALD1,RPN2,0.0,,0
TRPT1,TLE4,0.02,,0
ASH2L,FLNA,0.0,,0
FAM86B2,BLZF1,0.03,,0
LSM4,KRTAP10-2,0.0,,0
BRD9,IL1RAP,0.0,,0
MYO1D,CDK4,0.0,,0
LY6H,SGPP1,0.02,,0
FBXW2,ROMO1,0.02,,0
EIF4B,KRT18,0.03,,0
GABRA2,STRN3,0.0,,0
STX8,SALL3,0.0,,0
FNDC5,DIAPH2,0.01,,0
AK2,IL4R,0.01,,0
ATG13,CD247,0.0,,0
TMEM134,RTRAF,0.02,,0
PIR,UGT3A1,0.02,,0
GLYATL3,ACP1,0.0,,0
REXO1,CPA4,0.01,,0
CIAO3,GANC,0.02,,0
TTLL12,NPTX1,0.03,,0
MYO3A,RBM22,0.0,,0
DIPK2A,ATF2,0.0,,0
CLDN23,STK17B,0.04,,0
ACACA,VPS4B,0.03,,0
WASHC2C,FAM220A,0.0,,0
DECR1,RIBC1,0.0,,0
NR2E3,P2RX2,0.0,,0
KIF9,ULK1,0.14,,0
UROS,AVL9,0.03,,0
AQR,TBCC,0.0,,0
CD5,SOX13,0.03,,0
CPB1,APBA1,0.0,,0
RFX7,HSPA9,0.0,,0
DYNC2I1,DNTT,0.0,,0
LHFPL4,NPIPA5,0.18,,0
PHACTR4,PJA2,0.21,,1
ZNF878,SPAG9,0.01,,0
TAF3,CTDNEP1,0.0,,0
THEM4,CKAP4,0.09,,0
ILK,INHBC,0.0,,0
DCAF8L2,PNOC,0.0,,0
LPAR3,LOXL2,0.11,,0
SHC4,TEC,0.1,,0
UBE2E1,SPANXN4,0.0,,0
FZD6,RPS21,0.02,,0
DIPK2A,ATF2,0.0,,0
PRM3,CLEC12B,0.03,,0
CASQ1,ZNF445,0.02,,0
LRRC18,POU5F1,0.08,,0
ARMC2,RBBP5,0.0,,0
SMARCD1,SYNE4,0.0,,0
EDC3,ANO10,0.01,,0
MS4A1,GPX8,0.0,,0
BATF3,SART1,0.0,,0
CNTRL,TTC3,0.11,,0
OR5T3,SCN2B,0.0,,0
ACTL7B,CDCA4,0.06,,0
RIMBP3,CSNK2A2,0.0,,0
MEN1,KCNMB4,0.02,,0
JUN,TRPS1,0.0,,0
ATF2,B4GALT3,0.0,,0
ARHGAP40,CENPB,0.02,,0
MOCOS,PLEKHS1,0.07,,0
SYNDIG1,RNF2,0.0,,0
MEGF10,ANXA8L1,0.0,,0
CAVIN2,EMC1,0.01,,0
MMP11,SMARCD3,0.0,,0
PLIN1,ITM2A,0.0,,0
CFAP300,LRRC10B,0.02,,0
SLC5A2,DDX21,0.02,,0
TPTE2,SF3B3,0.0,,0
GNGT2,BCL7A,0.0,,0
FAM98C,HDAC11,0.5,,2
NOP53,SMC2,0.02,,0
TBC1D7,SNIP1,0.0,,0
DKK3,CTNNB1,0.06,,0
TBC1D8,ALDH1A2,0.03,,0
MKNK2,PSMA2,0.0,,0
RNF113A,TIMM9,0.0,,0
GRIK2,ARID1A,0.0,,0
POTED,DLK2,0.02,,0
CDC42EP5,SEC16A,0.02,,0
PCDHB8,GADD45A,0.01,,0
LIPI,CFAP299,0.01,,0
TAF6,TRIM8,0.01,,0
TMEM200B,EXOSC10,0.0,,0
PRPF31,ARHGAP31,0.0,,0
PHF21B,LZTS1,0.18,,0
SNRPF,RUFY3,0.0,,0
SCAP,APEX1,0.0,,0
APCS,CUL4B,0.0,,0
CFAP54,PCNX2,0.36,,1
RPAIN,SULT1A2,0.04,,0
VPS35,RREB1,0.02,,0
ATP1A3,PRKAB2,0.0,,0
OR10A7,RGS19,0.0,,0
ATP2A3,WDR24,0.07,,0
DCTN3,MYBBP1A,0.03,,0
SLC5A4,THADA,0.02,,0
ZNF175,ITGB4,0.07,,0
WWTR1,CAPS2,0.02,,0
IL27,PTOV1,0.01,,0
CUL1,PENK,0.0,,0
STX8,ZCCHC7,0.34,,1
LAMC1,GALNT12,0.0,,0
HYAL3,CNGA4,0.06,,0
VAX2,ACTB,0.0,,0
ZNF410,C2orf74,0.14,,0
SEC14L2,DYNLRB1,0.0,,0
DRC7,ADIRF,0.01,,0
GUCY1A1,DPY30,0.0,,0
SF3B5,PMVK,0.0,,0
CPLX1,PSMA1,0.0,,0
ESCO2,CDK1,0.0,,0
LCTL,EIF5AL1,0.06,,0
ABCA1,STAT6,0.18,,0
XRCC1,DNM2,0.33,,1
ZNF689,CYP20A1,0.19,,0
FZD3,CDH26,0.02,,0
SYNE2,EVX2,0.0,,0
CRTAM,BRINP3,0.0,,0
CLEC4M,ITIH2,0.02,,0
SKP1,SF3B6,0.0,,0
C11orf65,HEY1,0.02,,0
GNB5,CT45A9,0.0,,0
SKP1,SF3B6,0.0,,0
KRT85,SLC38A2,0.02,,0
PDCD10,AVPR2,0.0,,0
DNAJC3,TIMELESS,0.19,,0
NPIPB9,IARS2,0.02,,0
MALSU1,FZD2,0.04,,0
OR4A47,P2RX1,0.0,,0
TMEM45A,SYTL4,0.01,,0
LVRN,CKM,0.0,,0
EIF2AK4,SLC38A8,0.01,,0
SLC30A2,PCGF5,0.0,,0
CUL1,RENBP,0.0,,0
ZNF449,RBBP6,0.05,,0
LHX8,KRTAP19-1,0.04,,0
USP20,CBX6,0.0,,0
FBN1,POLE2,0.0,,0
CEBPB,DYNLL2,0.0,,0
RFPL4B,KAT5,0.0,,0
SYNDIG1,RNF2,0.0,,0
NCOA7,SLCO5A1,0.02,,0
SKP1,PDGFA,0.0,,0
STK10,RWDD3,0.06,,0
FLI1,ZNF391,0.04,,0
EFCAB8,HOOK2,0.0,,0
MED9,ARMC8,0.0,,0
H2AP,ADIPOR2,0.0,,0
IFITM3,PPP2R1A,0.0,,0
RFWD3,PHOSPHO2,0.03,,0
ABCA3,SCN1B,0.0,,0
GABRB3,SH2D2A,0.0,,0
MRTFA,USP29,0.03,,0
HYAL1,KRT86,0.01,,0
PHC2,ZGRF1,0.0,,0
S100A9,ZAR1,0.0,,0
CIAO2A,HLA-DRB5,0.39,,1
CLDN24,CPD,0.0,,0
CSNK2A1,CDH3,0.0,,0
NFU1,CFHR4,0.01,,0
DDX49,MYL10,0.01,,0
LCA5,TBX5,0.1,,0
BPIFB2,UNKL,0.04,,0
SF3B1,TP53INP1,0.0,,0
SKP1,TAF11,0.0,,0
SYF2,YPEL2,0.0,,0
STING1,RING1,0.0,,0
SNRPF,SGPL1,0.0,,0
HAND2,CCIN,0.0,,0
GPR108,EZH1,0.0,,0
DOC2B,PSMB7,0.0,,0
HBE1,INHBC,0.0,,0
CYTH2,MLX,0.0,,0
CYP2A6,EXOSC3,0.0,,0
PWWP2B,CCL8,0.01,,0
SUN1,CBLL1,0.0,,0
FPGT,CDH20,0.0,,0
SF3B4,PRPF18,0.0,,0
CHP1,ISG20,0.0,,0
TBCD,CA14,0.0,,0
GINS2,POLR2E,0.0,,0
SYNDIG1,RNF2,0.0,,0
ADGRG5,TADA3,0.0,,0
EMC8,IFI27L2,0.0,,0
CYBC1,PLA2G4C,0.0,,0
GZF1,FBXO2,0.1,,0
RPL18,CD320,0.0,,0
FGD3,SLC13A3,0.08,,0
PIKFYVE,DEFB118,0.0,,0
CACNA2D2,CDHR4,0.05,,0
SIGLEC14,BCL7B,0.0,,0
USP39,PSMA6,0.0,,0
PPP3CC,SLC34A2,0.0,,0
NPTX2,ADARB2,0.02,,0
UBA5,MT1A,0.01,,0
DEFB124,TRAPPC2L,0.0,,0
KLF16,TMEM92,0.08,,0
RNF138,TIMELESS,0.13,,0
C8orf88,TTR,0.01,,0
UCN3,ASAH2,0.0,,0
ATF7,RBMX2,0.0,,0
DYNC2LI1,TSHZ3,0.0,,0
BCL10,OR10J5,0.0,,0
YIPF7,TUBAL3,0.04,,0
PDRG1,MTPN,0.0,,0
SLC25A45,MORF4L2,0.0,,0
APOBEC3A,PNMA5,0.0,,0
BDKRB1,LAMC3,0.0,,0
CEACAM4,MTF2,0.0,,0
TRIM59,SMARCD3,0.0,,0
SKP1,PDGFA,0.0,,0
PRDM10,PGK1,0.0,,0
TMEM126A,ZNF608,0.04,,0
ANKIB1,FBL,0.02,,0
VPS45,DLX2,0.16,,0
PARP3,AK5,0.1,,0
ATP6V0A2,IRAG1,0.09,,0
YIPF7,OR52B2,0.0,,0
BATF2,CD200R1L,0.0,,0
DCAF8,SERINC4,0.0,,0
GCK,DRD2,0.02,,0
ATXN7,ATF7,0.0,,0
SMARCC1,H2AC14,0.0,,0
MRPL27,FXR1,0.0,,0
PCMTD1,ARMC10,0.06,,0
OTOL1,HPCA,0.01,,0
TAF15,NDUFS6,0.27,,1
CGA,ADCK2,0.0,,0
TSSK1B,RBM4,0.03,,0
SMARCE1,CLEC3A,0.0,,0
MTX3,ALG13,0.33,,1
MED13,TMEM39A,0.05,,0
CFHR1,SLC12A1,0.17,,0
DCAF7,ACTB,0.0,,0
LRP5,BTLA,0.16,,0
CXCL17,LAMA5,0.0,,0
PAGE3,MRAS,0.0,,0
SNX22,TMPRSS11E,0.02,,0
ATP5MG,SERGEF,0.06,,0
ACP1,SCN3A,0.0,,0
PLPP2,COL4A1,0.0,,0
NAA30,ACTL6A,0.0,,0
IGF2BP3,FAU,0.01,,0
RBM8A,DMAP1,0.0,,0
ATP13A1,DNAAF4,0.12,,0
SPANXC,ZC2HC1C,0.01,,0
ECHDC2,PSAP,0.07,,0
SKP1,PDGFA,0.0,,0
SKP1,RBM17,0.0,,0
KRTAP5-10,INTS7,0.01,,0
SNRPB,MAPKAPK5,0.0,,0
ARL6IP6,PLK5,0.04,,0
SNAP25,ITIH1,0.0,,0
C1QA,IFITM1,0.0,,0
GOLGA6L6,NUDT3,0.0,,0
WWC3,PIGX,0.21,,1
KRTAP9-8,HMBS,0.0,,0
TRAPPC8,RIOK1,0.04,,0
FNDC7,ZNF510,0.19,,0
POLD3,RPS7,0.0,,0
CKB,PGLS,0.04,,0
SMARCD1,TVP23B,0.0,,0
PFKL,COL8A2,0.0,,0
ATP1A4,AMBP,0.06,,0
C22orf39,DEFB126,0.02,,0
SRRM5,CENPS,0.01,,0
ZCCHC4,TMOD3,0.06,,0
SERPINA9,USP50,0.06,,0
CNOT10,TEP1,0.01,,0
AMDHD2,GABRG2,0.0,,0
MED19,MPG,0.07,,0
TMEM74,AOX1,0.01,,0
SPEF1,EIF3A,0.01,,0
YIPF2,IL6,0.0,,0
ELF3,ICE1,0.0,,0
NPTX2,KPTN,0.12,,0
GPR137,PAPOLG,0.01,,0
LRRC25,MSH3,0.02,,0
FCN2,PPP1R3A,0.0,,0
SMARCC1,TAMALIN,0.0,,0
RBM8A,DMAP1,0.0,,0
GSTA5,ABCD3,0.01,,0
GRAMD4,CASC3,0.0,,0
PKNOX2,FBP2,0.05,,0
RBKS,OR52N1,0.08,,0
ADAMTS10,CCNL2,0.02,,0
SKP1,TLR1,0.0,,0
MBNL1,ZNF559,0.0,,0
SIRPB2,ACTRT3,0.07,,0
NUDT2,INTS7,0.11,,0
PECAM1,ZDHHC22,0.04,,0
ZNF451,SERPINA4,0.0,,0
IL10RA,RPRD1B,0.06,,0
HMGA1,PSMB7,0.0,,0
TMEM30A,POLR3A,0.0,,0
FUT4,THAP11,0.08,,0
SP140,CT83,0.0,,0
PRSS3,IRF2BPL,0.07,,0
ARID4A,TFF2,0.0,,0
PPP3R2,B4GALT3,0.0,,0
STX1A,PHOX2B,0.03,,0
SNX10,CFH,0.0,,0
CAPNS2,VCP,0.0,,0
RNPEPL1,RPL12,0.0,,0
FBXW2,EXOSC6,0.0,,0
EVA1C,DGKI,0.0,,0
TNFSF15,ZMYND11,0.02,,0
EEF1AKMT4,MYC,0.0,,0
PHOSPHO2,MKLN1,0.0,,0
SDHA,KCNE5,0.07,,0
MROH2A,CD8A,0.0,,0
ATP6AP2,FANCD2,0.0,,0
PRKAG3,MMP27,0.0,,0
ITLN1,ARMCX1,0.06,,0
SKP1,TAF11,0.0,,0
TMEM30A,POLR3A,0.0,,0
CUL1,TBC1D2,0.0,,0
PCNX1,ARV1,0.03,,0
ABCC3,RING1,0.0,,0
AP5M1,GSTT4,0.11,,0
TPP1,FAM120A,0.53,,2
ROCK2,MIER2,0.01,,0
IMPG2,RNF145,0.05,,0
PADI2,SNRPG,0.0,,0
DDX60,ACTB,0.0,,0
ATP1A1,PLAGL1,0.0,,0
DNAJC30,CCDC163,0.22,,1
DLG4,SREBF1,0.0,,0
IFNAR1,CD200R1L,0.0,,0
RMC1,LDHA,0.0,,0
SLURP1,GTF2F2,0.0,,0
SLAIN2,HMGB3,0.12,,0
ELF2,GPR84,0.03,,0
CHN1,EML1,0.15,,0
TMEM30A,C3orf52,0.0,,0
C20orf141,MAN1A2,0.0,,0
RPL13A,ZDHHC12,0.0,,0
ZNF396,DUSP1,0.0,,0
RPP25,SIGIRR,0.04,,0
GINS2,INO80D,0.01,,0
HVCN1,MOB1A,0.12,,0
NLRP9,AKAIN1,0.04,,0
FGFBP2,MAGI3,0.03,,0
FAM86B2,ZNF507,0.02,,0
KLF11,CBARP,0.07,,0
PPME1,ZFAT,0.13,,0
GFRA1,TMEM200B,0.02,,0
PHC3,SNTA1,0.0,,0
DPYSL3,CERS1,0.04,,0
POLR1D,CENPV,0.0,,0
SF3B5,SOX10,0.0,,0
CSNK2A1,B4GALNT3,0.0,,0
RNFT1,KATNIP,0.12,,0
LRP11,MIB1,0.51,,2
BIRC3,CACNA1C,0.0,,0
CBX6,NEXMIF,0.0,,0
SKP1,SF3B6,0.0,,0
MDK,MCUR1,0.01,,0
CAMLG,SSR1,0.22,,1
RABL2B,SLC22A31,0.1,,0
GPX4,INHBE,0.01,,0
RTF2,ABHD4,0.13,,0
GALNT13,GLYR1,0.02,,0
NAGA,TXNIP,0.03,,0
PHACTR4,IARS1,0.35,,1
ZFP36L1,DIO3,0.02,,0
ZWINT,ELOB,0.0,,0
PRTN3,STMND1,0.02,,0
TIMM29,VAMP5,0.04,,0
SLC35A5,ARPC1A,0.0,,0
ZNF766,DHX36,0.02,,0
CDKL2,SREBF2,0.0,,0
HPRT1,MUC1,0.01,,0
PLS3,STEEP1,0.01,,0
SKP1,TLR1,0.0,,0
SKP1,SF3B6,0.0,,0
CUL1,TBC1D2,0.0,,0
ENY2,LRRC34,0.0,,0
NEK10,TJAP1,0.03,,0
PNN,NDUFA5,0.05,,0
KLHL29,TFAP2D,0.01,,0
TAS2R3,KCND3,0.01,,0
TMED4,MPZL1,0.1,,0
FKBP15,PSMA6,0.0,,0
H2BC9,TLR5,0.25,,1
OR3A3,PUS3,0.07,,0
GRAMD2A,FLRT2,0.0,,0
GTPBP10,ATP6V1F,0.0,,0
RAB26,PCDH11X,0.03,,0
ADAP2,SNX13,0.18,,0
WDR48,TAS1R3,0.0,,0
GMFG,POPDC2,0.0,,0
TULP3,LDLRAD4,0.02,,0
AMDHD2,GABRG2,0.0,,0
ATF4,KYNU,0.0,,0
WDR46,COPB2,0.03,,0
PLET1,RALGAPB,0.05,,0
OAZ3,TRIM48,0.03,,0
TRAPPC1,PPP1R10,0.01,,0
ANHX,CCNK,0.0,,0
RAB6C,TENT4B,0.03,,0
SACS,LY6G5B,0.01,,0
RGS9BP,OR13F1,0.0,,0
OR51E2,NOTUM,0.03,,0
CHD6,RHOBTB2,0.01,,0
MRPL21,CYB5R2,0.09,,0
GMFG,MFAP4,0.05,,0
METRNL,OR6V1,0.01,,0
PLCH2,TAF11,0.0,,0
C2orf74,PFDN6,0.0,,0
SKP1,BRI3,0.0,,0
FNBP4,CCDC12,0.53,,2
SKP1,TAF11,0.0,,0
CHRNA6,ZNF227,0.0,,0
ATF5,RHOV,0.0,,0
MGAT4D,TXNDC5,0.03,,0
ATP13A5,LCE1C,0.1,,0
ZNF165,ATOH8,0.11,,0
BATF3,SART1,0.0,,0
SEZ6L,RNASEH1,0.05,,0
OR4M2,C17orf78,0.02,,0
CRKL,MARCHF5,0.09,,0
APPBP2,AOX1,0.02,,0
SRP14,NDUFS3,0.13,,0
SREK1,KCNH4,0.07,,0
PFDN2,SPOPL,0.0,,0
JARID2,SDK2,0.0,,0
NT5C2,ZP1,0.11,,0
OR4M2,NKX2-4,0.01,,0
TSPAN6,PSORS1C1,0.01,,0
POMGNT1,CSF2RB,0.0,,0
ATF4,OR6C3,0.0,,0
CPLX3,EXOSC1,0.0,,0
USP39,PSMA6,0.0,,0
ELSPBP1,CYB561A3,0.0,,0
PADI2,SNRPG,0.0,,0
ZNF736,TCF7,0.02,,0
C20orf144,SMARCD3,0.0,,0
PPP3CC,SLC34A2,0.0,,0
NKX2-3,OXCT1,0.01,,0
SMARCC1,H2AC14,0.0,,0
DUSP22,UMODL1,0.02,,0
BBS2,DYM,0.04,,0
TMEM101,MAD2L2,0.05,,0
MKNK1,DDX3X,0.12,,0
METTL2B,GRM3,0.0,,0
GGA2,SLC6A15,0.1,,0
GPR45,ZNF517,0.08,,0
C20orf141,COL1A1,0.0,,0
GPX3,RPL29,0.0,,0
MINDY4B,SCPEP1,0.0,,0
SEMA3E,PGBD4,0.04,,0
MIIP,PDE5A,0.09,,0
SYT2,SURF2,0.05,,0
MSS51,SNRPG,0.0,,0
ZRANB1,SHPK,0.16,,0
NDUFB9,GOSR2,0.04,,0
GPATCH2L,MTAP,0.1,,0
NDUFB2,OVCA2,0.01,,0
PDGFRB,APC2,0.0,,0
NUP62CL,NCEH1,0.06,,0
RXRG,ACSL5,0.0,,0
SNRPD3,SPINK1,0.0,,0
PMP22,STOML3,0.01,,0
NUDCD2,MRGPRF,0.02,,0
TTC36,SGCG,0.0,,0
DNAJB2,FOXD4L4,0.07,,0
ART5,TMTC1,0.01,,0
TBP,SHPRH,0.0,,0
DNAH2,HPS1,0.02,,0
MUC2,RBBP6,0.0,,0
METTL1,SLC51B,0.05,,0
CAVIN3,LCA5,0.03,,0
SCN2B,KLRG2,0.0,,0
ANXA1,SEPTIN7,0.0,,0
EZHIP,GNA14,0.0,,0
TNRC6A,KRTAP9-7,0.0,,0
SERPINB6,SERINC1,0.17,,0
SKP1,SF3B6,0.0,,0
USP9X,LIFR,0.02,,0
ADCY4,JADE2,0.0,,0
NEUROD6,TSG101,0.0,,0
CDC40,MUC13,0.0,,0
TRARG1,MED28,0.03,,0
FAM216A,DLST,0.31,,1
KRTAP26-1,CFAP20DC,0.0,,0
NWD2,MT1X,0.01,,0
MAFF,JUND,0.0,,0
SATL1,FAM180A,0.02,,0
SMIM7,HAS3,0.0,,0
RNF2,SOX4,0.0,,0
SKP1,PDGFA,0.0,,0
CLPTM1,CALCOCO2,0.03,,0
CIAO2A,CEBPG,0.0,,0
LYPD3,PLAG1,0.07,,0
OR4D5,SEPTIN5,0.05,,0
CUL4A,CTXN1,0.0,,0
BANP,OR5W2,0.05,,0
MYOZ3,HBZ,0.0,,0
CYP3A4,SLC29A1,0.0,,0
MICU1,GDAP1,0.0,,0
OR2T35,RCCD1,0.02,,0
GRAP,DENR,0.12,,0
NDUFA6,EXOSC7,0.0,,0
KLHL23,EBF4,0.03,,0
SUCLA2,GALP,0.02,,0
EXOSC5,MRPL43,0.0,,0
DOCK4,MPI,0.0,,0
PGM1,ARSK,0.32,,1
POLB,PRKRIP1,0.02,,0
PMFBP1,CUL3,0.0,,0
CD300LF,ROBO2,0.01,,0
ATP1B2,ZNF225,0.02,,0
C10orf88,SF3B4,0.0,,0
RFX6,NDUFAF3,0.05,,0
TTC32,ATP11C,0.22,,1
MMAB,NDUFA8,0.21,,1
ATP6V1F,GRHL3,0.0,,0
VAX2,ACTB,0.0,,0
CDH11,APOH,0.03,,0
ARID3C,DLG5,0.0,,0
HCRTR1,NSUN2,0.0,,0
ATP6V1C1,C19orf33,0.05,,0
HOOK2,RBPJ,0.05,,0
USP35,FLII,0.04,,0
RBBP7,C1orf52,0.0,,0
